run,total
1,900
2,940
3,980
4,1020
5,920
6,970
7,1010
8,1050
9,1090
10,1130
11,1170
12,1220
13,1260
14,1160
15,1200
16,1250
17,1150
18,1050
19,1090
20,990
21,1030
22,1080
23,1120
24,1020
25,1060
26,1100
27,1140
28,1040
29,940
30,980
31,1020
32,1070
33,970
34,1010
35,1060
36,1100
37,1140
38,1180
39,1080
40,1120
41,1170
42,1210
43,1250
44,1150
45,1190
46,1230
47,1270
48,1310
49,1210
50,1260
51,1160
52,1200
53,1100
54,1140
55,1180
56,1080
57,1120
58,1020
59,920
60,820
61,720
62,800
63,700
64,740
65,780
66,820
67,900
68,800
69,840
70,740
71,640
72,680
73,720
74,770
75,810
76,860
77,900
78,950
79,990
80,1030
81,1070
82,970
83,870
84,910
85,810
86,860
87,760
88,800
89,700
90,740
91,780
92,830
93,730
94,770
95,810
96,710
97,750
98,650
99,690
100,740
