run,total
1,999
2,1000
3,998
4,999
5,997
6,996
7,995
8,996
9,998
10,1002
11,994
12,995
13,993
14,992
15,993
16,995
17,991
18,990
19,991
20,993
21,989
22,988
23,987
24,986
25,987
26,989
27,985
28,984
29,983
30,984
31,982
32,983
33,985
34,989
35,981
36,982
37,984
38,980
39,981
40,979
41,980
42,982
43,986
44,978
45,979
46,981
47,977
48,976
49,977
50,975
51,974
52,975
53,973
54,972
55,973
56,975
57,979
58,971
59,970
60,971
61,973
62,977
63,969
64,970
65,972
66,976
67,968
68,969
69,967
70,968
71,970
72,966
73,967
74,965
75,966
76,968
77,964
78,963
79,964
80,962
81,961
82,960
83,959
84,958
85,959
86,961
87,965
88,957
89,958
90,956
91,955
92,956
93,958
94,962
95,954
96,955
97,953
98,954
99,952
100,953
