run,total
1,1001
2,1000
3,1002
4,1001
5,1002
6,1001
7,1003
8,1004
9,1005
10,1006
11,1007
12,1006
13,1005
14,1007
15,1006
16,1005
17,1003
18,1006
19,1005
20,1007
21,1008
22,1007
23,1006
24,1008
25,1009
26,1008
27,1007
28,1005
29,1002
30,997
31,1005
32,1002
33,1007
34,1009
35,1008
36,1007
37,1009
38,1008
39,1009
40,1010
41,1009
42,1007
43,1010
44,1009
45,1011
46,1012
47,1011
48,1012
49,1011
50,1013
51,1014
52,1013
53,1014
54,1013
55,1015
56,1016
57,1015
58,1016
59,1017
60,1016
61,1014
62,1017
63,1018
64,1019
65,1020
66,1021
67,1022
68,1021
69,1023
70,1022
71,1023
72,1022
73,1024
74,1023
75,1024
76,1023
77,1021
78,1024
79,1023
80,1021
81,1024
82,1023
83,1021
84,1018
85,1023
86,1021
87,1024
88,1025
89,1026
90,1027
91,1026
92,1024
93,1027
94,1028
95,1027
96,1025
97,1022
98,1027
99,1029
100,1030
101,1029
102,1028
103,1026
104,1023
105,1018
106,1026
107,1023
108,1028
109,1030
110,1031
111,1030
112,1031
113,1030
114,1032
115,1033
116,1034
117,1035
118,1036
119,1035
120,1034
121,1036
122,1035
123,1036
124,1037
125,1036
126,1034
127,1037
128,1038
129,1039
130,1040
131,1041
132,1042
133,1041
134,1043
135,1044
136,1045
137,1046
138,1047
139,1048
140,1047
141,1048
142,1049
143,1050
144,1051
145,1050
146,1048
147,1045
148,1050
149,1048
150,1045
151,1050
152,1048
153,1045
154,1040
155,1048
156,1051
157,1052
158,1053
159,1052
160,1054
161,1055
162,1054
163,1053
164,1051
165,1048
166,1053
167,1055
168,1054
169,1055
170,1054
171,1056
172,1057
173,1058
174,1059
175,1060
176,1061
177,1060
178,1059
179,1057
180,1060
181,1061
182,1060
183,1058
184,1061
185,1062
186,1061
187,1059
188,1062
189,1061
190,1063
191,1062
192,1061
193,1063
194,1062
195,1063
196,1062
197,1060
198,1063
199,1062
200,1060
201,1057
202,1062
203,1060
204,1057
205,1052
206,1060
207,1057
208,1062
209,1060
210,1057
211,1062
212,1064
213,1065
214,1064
215,1065
216,1064
217,1062
218,1065
219,1066
220,1067
221,1066
222,1068
223,1067
224,1068
225,1069
226,1070
227,1069
228,1067
229,1070
230,1071
231,1072
232,1071
233,1073
234,1074
